"Location","OISST_mex","Date"
"Careyeros",29.5,1981-09-14
"Chimo",29.2799987792969,1981-09-14
"Islas_Marietas",29.6999988555908,1981-09-14
"Majahuitas",29.519998550415,1981-09-14
"Uva_Island",28.189998626709,1981-09-14
"Caletitas",29.2199993133545,1981-09-15
"Careyeros",29.3199996948242,1981-09-15
"Chimo",29.0799999237061,1981-09-15
"Islas_Marietas",30.2099990844727,1981-09-15
"Majahuitas",29.2199993133545,1981-09-15
"Uva_Island",27.769998550415,1981-09-15
"Caletitas",30.6599998474121,1981-09-16
"Careyeros",30.689998626709,1981-09-16
"Chimo",29.8799991607666,1981-09-16
"Islas_Marietas",30.6099987030029,1981-09-16
"Majahuitas",30.6599998474121,1981-09-16
"Uva_Island",27.8299999237061,1981-09-16
"Caletitas",31.1499996185303,1981-09-17
"Careyeros",31.0599994659424,1981-09-17
"Chimo",30.4599990844727,1981-09-17
"Islas_Marietas",30.8299999237061,1981-09-17
"Majahuitas",31.1499996185303,1981-09-17
"Uva_Island",27.8599987030029,1981-09-17
"Caletitas",30.6199989318848,1981-09-18
"Careyeros",30.4699993133545,1981-09-18
"Chimo",30.2299995422363,1981-09-18
"Islas_Marietas",30.3099994659424,1981-09-18
"Majahuitas",30.6199989318848,1981-09-18
"Uva_Island",27.6999988555908,1981-09-18
"Caletitas",30.4499988555908,1981-09-19
"Careyeros",30.2799987792969,1981-09-19
"Chimo",30.1299991607666,1981-09-19
"Islas_Marietas",30.1599998474121,1981-09-19
"Majahuitas",30.4499988555908,1981-09-19
"Uva_Island",27.6800003051758,1981-09-19
"Caletitas",30.2999992370605,1981-09-20
"Careyeros",30.0999984741211,1981-09-20
"Chimo",29.9899997711182,1981-09-20
"Islas_Marietas",30.1299991607666,1981-09-20
"Majahuitas",30.2999992370605,1981-09-20
"Uva_Island",27.8299999237061,1981-09-20
"Caletitas",30.1700000762939,1981-09-21
"Careyeros",29.9699993133545,1981-09-21
"Chimo",29.8999996185303,1981-09-21
"Islas_Marietas",30.1499996185303,1981-09-21
"Majahuitas",30.1700000762939,1981-09-21
"Uva_Island",27.7899990081787,1981-09-21
"Caletitas",30.1099987030029,1981-09-22
"Careyeros",29.8599987030029,1981-09-22
"Chimo",29.8599987030029,1981-09-22
"Islas_Marietas",29.9799995422363,1981-09-22
"Majahuitas",30.1099987030029,1981-09-22
"Uva_Island",27.7199993133545,1981-09-22
"Caletitas",29.9099998474121,1981-09-23
"Careyeros",29.7999992370605,1981-09-23
"Chimo",29.4499988555908,1981-09-23
"Islas_Marietas",30.269998550415,1981-09-23
"Majahuitas",29.9099998474121,1981-09-23
"Uva_Island",28.2799987792969,1981-09-23
"Caletitas",29.939998626709,1981-09-24
"Careyeros",29.8499984741211,1981-09-24
"Chimo",29.3099994659424,1981-09-24
"Islas_Marietas",30.4299983978271,1981-09-24
"Majahuitas",29.939998626709,1981-09-24
"Uva_Island",28.7199993133545,1981-09-24
"Caletitas",29.9099998474121,1981-09-25
"Careyeros",29.8599987030029,1981-09-25
"Chimo",29.25,1981-09-25
"Islas_Marietas",30.1399993896484,1981-09-25
"Majahuitas",29.9099998474121,1981-09-25
"Uva_Island",28.5,1981-09-25
"Caletitas",29.9599990844727,1981-09-26
"Careyeros",29.9200000762939,1981-09-26
"Chimo",29.1999988555908,1981-09-26
"Islas_Marietas",29.5900001525879,1981-09-26
"Majahuitas",29.9599990844727,1981-09-26
"Uva_Island",28.4200000762939,1981-09-26
"Caletitas",29.9899997711182,1981-09-27
"Careyeros",29.939998626709,1981-09-27
"Chimo",29.3599987030029,1981-09-27
"Islas_Marietas",29.5799999237061,1981-09-27
"Majahuitas",29.9899997711182,1981-09-27
"Uva_Island",28.4899997711182,1981-09-27
"Caletitas",29.8299999237061,1981-09-28
"Careyeros",29.9099998474121,1981-09-28
"Chimo",29.4499988555908,1981-09-28
"Islas_Marietas",29.6799983978271,1981-09-28
"Majahuitas",29.8299999237061,1981-09-28
"Uva_Island",28.6099987030029,1981-09-28
"Caletitas",29.8099994659424,1981-09-29
"Careyeros",29.9599990844727,1981-09-29
"Chimo",29.5399990081787,1981-09-29
"Islas_Marietas",29.7199993133545,1981-09-29
"Majahuitas",29.8099994659424,1981-09-29
"Uva_Island",28.5399990081787,1981-09-29
"Caletitas",30.5399990081787,1981-09-30
"Careyeros",30.3599987030029,1981-09-30
"Chimo",30.519998550415,1981-09-30
"Islas_Marietas",29.6799983978271,1981-09-30
"Majahuitas",30.5399990081787,1981-09-30
"Uva_Island",28.5499992370605,1981-09-30
"Caletitas",30.3499984741211,1981-10-01
"Careyeros",29.5999984741211,1981-10-01
"Chimo",30.269998550415,1981-10-01
"Islas_Marietas",28.9499988555908,1981-10-01
"Majahuitas",30.3499984741211,1981-10-01
"Uva_Island",28.5499992370605,1981-10-01
"Caletitas",29.8899993896484,1981-10-02
"Careyeros",29.4899997711182,1981-10-02
"Chimo",29.439998626709,1981-10-02
"Islas_Marietas",29.0499992370605,1981-10-02
"Majahuitas",29.8899993896484,1981-10-02
"Uva_Island",28.5900001525879,1981-10-02
"Caletitas",29.5,1981-10-03
"Careyeros",29.5599994659424,1981-10-03
"Chimo",29.2099990844727,1981-10-03
"Islas_Marietas",29.0499992370605,1981-10-03
"Majahuitas",29.5,1981-10-03
"Uva_Island",28.7099990844727,1981-10-03
"Caletitas",29.4499988555908,1981-10-04
"Careyeros",29.7299995422363,1981-10-04
"Chimo",29.1299991607666,1981-10-04
"Islas_Marietas",29.2600002288818,1981-10-04
"Majahuitas",29.4499988555908,1981-10-04
"Uva_Island",28.5399990081787,1981-10-04
"Caletitas",29.3699989318848,1981-10-05
"Careyeros",29.6700000762939,1981-10-05
"Chimo",29.019998550415,1981-10-05
"Islas_Marietas",29.3299999237061,1981-10-05
"Majahuitas",29.3699989318848,1981-10-05
"Uva_Island",28.4499988555908,1981-10-05
"Caletitas",29.0799999237061,1981-10-06
"Careyeros",29.3099994659424,1981-10-06
"Chimo",28.8199996948242,1981-10-06
"Islas_Marietas",29.1799983978271,1981-10-06
"Majahuitas",29.0799999237061,1981-10-06
"Uva_Island",28.5,1981-10-06
"Caletitas",29.0100002288818,1981-10-07
"Careyeros",29.2399997711182,1981-10-07
"Chimo",28.8799991607666,1981-10-07
"Islas_Marietas",29.2899990081787,1981-10-07
"Majahuitas",29.0100002288818,1981-10-07
"Uva_Island",28.1800003051758,1981-10-07
"Caletitas",28.9799995422363,1981-10-08
"Careyeros",29.2099990844727,1981-10-08
"Chimo",28.8599987030029,1981-10-08
"Islas_Marietas",29.3299999237061,1981-10-08
"Majahuitas",28.9799995422363,1981-10-08
"Uva_Island",27.9499988555908,1981-10-08
"Caletitas",29.3799991607666,1981-10-09
"Careyeros",29.1700000762939,1981-10-09
"Chimo",29.2799987792969,1981-10-09
"Islas_Marietas",29.9200000762939,1981-10-09
"Majahuitas",29.3799991607666,1981-10-09
"Uva_Island",28.0100002288818,1981-10-09
"Caletitas",29.5399990081787,1981-10-10
"Careyeros",29.1999988555908,1981-10-10
"Chimo",29.3999996185303,1981-10-10
"Islas_Marietas",29.8899993896484,1981-10-10
"Majahuitas",29.5399990081787,1981-10-10
"Uva_Island",28.2399997711182,1981-10-10
"Caletitas",28.8499984741211,1981-10-11
"Careyeros",28.5499992370605,1981-10-11
"Chimo",28.6099987030029,1981-10-11
"Islas_Marietas",29.8899993896484,1981-10-11
"Majahuitas",28.8499984741211,1981-10-11
"Uva_Island",28.3099994659424,1981-10-11
"Caletitas",29.0499992370605,1981-10-12
"Careyeros",28.9899997711182,1981-10-12
"Chimo",28.7899990081787,1981-10-12
"Islas_Marietas",29.3799991607666,1981-10-12
"Majahuitas",29.0499992370605,1981-10-12
"Uva_Island",28.189998626709,1981-10-12
"Caletitas",29.3599987030029,1981-10-13
"Careyeros",29.3099994659424,1981-10-13
"Chimo",29,1981-10-13
"Islas_Marietas",29.269998550415,1981-10-13
"Majahuitas",29.3599987030029,1981-10-13
"Uva_Island",27.8099994659424,1981-10-13
"Caletitas",29.5999984741211,1981-10-14
"Careyeros",29.5100002288818,1981-10-14
"Chimo",29.1999988555908,1981-10-14
"Islas_Marietas",29.269998550415,1981-10-14
"Majahuitas",29.5999984741211,1981-10-14
"Uva_Island",27.3999996185303,1981-10-14
"Caletitas",29.6700000762939,1981-10-15
"Careyeros",29.6299991607666,1981-10-15
"Chimo",29.2999992370605,1981-10-15
"Islas_Marietas",29.3099994659424,1981-10-15
"Majahuitas",29.6700000762939,1981-10-15
"Uva_Island",27.4300003051758,1981-10-15
"Caletitas",29.7299995422363,1981-10-16
"Careyeros",29.7899990081787,1981-10-16
"Chimo",29.5299987792969,1981-10-16
"Islas_Marietas",29.6499996185303,1981-10-16
"Majahuitas",29.7299995422363,1981-10-16
"Uva_Island",27.3999996185303,1981-10-16
"Caletitas",29.6799983978271,1981-10-17
"Careyeros",29.7600002288818,1981-10-17
"Chimo",29.4799995422363,1981-10-17
"Islas_Marietas",29.75,1981-10-17
"Majahuitas",29.6799983978271,1981-10-17
"Uva_Island",27.8400001525879,1981-10-17
"Caletitas",30.8199996948242,1981-10-18
"Careyeros",30.7999992370605,1981-10-18
"Chimo",30.6799983978271,1981-10-18
"Islas_Marietas",30.0999984741211,1981-10-18
"Majahuitas",30.8199996948242,1981-10-18
"Uva_Island",28.3799991607666,1981-10-18
"Caletitas",31.0499992370605,1981-10-19
"Careyeros",30.8599987030029,1981-10-19
"Chimo",30.8199996948242,1981-10-19
"Islas_Marietas",30.4599990844727,1981-10-19
"Majahuitas",31.0499992370605,1981-10-19
"Uva_Island",28.1399993896484,1981-10-19
"Caletitas",31.019998550415,1981-10-20
"Careyeros",30.7799987792969,1981-10-20
"Chimo",30.7099990844727,1981-10-20
"Islas_Marietas",30.7399997711182,1981-10-20
"Majahuitas",31.019998550415,1981-10-20
"Uva_Island",27.1800003051758,1981-10-20
"Caletitas",30.5,1981-10-21
"Careyeros",30.4099998474121,1981-10-21
"Chimo",30.3199996948242,1981-10-21
"Islas_Marietas",30.4299983978271,1981-10-21
"Majahuitas",30.5,1981-10-21
"Uva_Island",27.1999988555908,1981-10-21
"Caletitas",30.269998550415,1981-10-22
"Careyeros",30.2199993133545,1981-10-22
"Chimo",30.0399990081787,1981-10-22
"Islas_Marietas",30.2199993133545,1981-10-22
"Majahuitas",30.269998550415,1981-10-22
"Uva_Island",27.5799999237061,1981-10-22
"Caletitas",30.189998626709,1981-10-23
"Careyeros",30.1799983978271,1981-10-23
"Chimo",29.9699993133545,1981-10-23
"Islas_Marietas",29.939998626709,1981-10-23
"Majahuitas",30.189998626709,1981-10-23
"Uva_Island",27.939998626709,1981-10-23
"Caletitas",29.8199996948242,1981-10-24
"Careyeros",29.8199996948242,1981-10-24
"Chimo",29.5599994659424,1981-10-24
"Islas_Marietas",29.6499996185303,1981-10-24
"Majahuitas",29.8199996948242,1981-10-24
"Uva_Island",28.4300003051758,1981-10-24
"Caletitas",29.5699996948242,1981-10-25
"Careyeros",29.6199989318848,1981-10-25
"Chimo",29.3199996948242,1981-10-25
"Islas_Marietas",29.5999984741211,1981-10-25
"Majahuitas",29.5699996948242,1981-10-25
"Uva_Island",28.4699993133545,1981-10-25
"Caletitas",29.3400001525879,1981-10-26
"Careyeros",29.3400001525879,1981-10-26
"Chimo",28.9099998474121,1981-10-26
"Islas_Marietas",29.1399993896484,1981-10-26
"Majahuitas",29.3400001525879,1981-10-26
"Uva_Island",28.3299999237061,1981-10-26
"Caletitas",29.2199993133545,1981-10-27
"Careyeros",29.1399993896484,1981-10-27
"Chimo",28.8299999237061,1981-10-27
"Islas_Marietas",29.0299987792969,1981-10-27
"Majahuitas",29.2199993133545,1981-10-27
"Uva_Island",28.1499996185303,1981-10-27
"Caletitas",28.9599990844727,1981-10-28
"Careyeros",28.9300003051758,1981-10-28
"Chimo",28.5399990081787,1981-10-28
"Islas_Marietas",28.8599987030029,1981-10-28
"Majahuitas",28.9599990844727,1981-10-28
"Uva_Island",27.6700000762939,1981-10-28
"Caletitas",28.3400001525879,1981-10-29
"Careyeros",28.019998550415,1981-10-29
"Chimo",27.9599990844727,1981-10-29
"Islas_Marietas",28.269998550415,1981-10-29
"Majahuitas",28.3400001525879,1981-10-29
"Uva_Island",27.5699996948242,1981-10-29
"Caletitas",28.3299999237061,1981-10-30
"Careyeros",27.9300003051758,1981-10-30
"Chimo",28.1800003051758,1981-10-30
"Islas_Marietas",28.4699993133545,1981-10-30
"Majahuitas",28.3299999237061,1981-10-30
"Uva_Island",27.5999984741211,1981-10-30
"Caletitas",28.3899993896484,1981-10-31
"Careyeros",28.0599994659424,1981-10-31
"Chimo",28.3799991607666,1981-10-31
"Islas_Marietas",28.5100002288818,1981-10-31
"Majahuitas",28.3899993896484,1981-10-31
"Uva_Island",27.3199996948242,1981-10-31
"Caletitas",28.2199993133545,1981-11-01
"Careyeros",27.9699993133545,1981-11-01
"Chimo",28.4200000762939,1981-11-01
"Islas_Marietas",28.5100002288818,1981-11-01
"Majahuitas",28.2199993133545,1981-11-01
"Uva_Island",26.4699993133545,1981-11-01
"Caletitas",28.0999984741211,1981-11-02
"Careyeros",27.9200000762939,1981-11-02
"Chimo",28.3799991607666,1981-11-02
"Islas_Marietas",28.439998626709,1981-11-02
"Majahuitas",28.0999984741211,1981-11-02
"Uva_Island",25.6599998474121,1981-11-02
"Caletitas",28,1981-11-03
"Careyeros",27.8999996185303,1981-11-03
"Chimo",28.2299995422363,1981-11-03
"Islas_Marietas",28.2799987792969,1981-11-03
"Majahuitas",28,1981-11-03
"Uva_Island",25.9799995422363,1981-11-03
"Caletitas",27.7799987792969,1981-11-04
"Careyeros",27.9599990844727,1981-11-04
"Chimo",27.9300003051758,1981-11-04
"Islas_Marietas",28.519998550415,1981-11-04
"Majahuitas",27.7799987792969,1981-11-04
"Uva_Island",26.1399993896484,1981-11-04
"Caletitas",28.1800003051758,1981-11-05
"Careyeros",28.2399997711182,1981-11-05
"Chimo",27.8999996185303,1981-11-05
"Islas_Marietas",28.7299995422363,1981-11-05
"Majahuitas",28.1800003051758,1981-11-05
"Uva_Island",26.6199989318848,1981-11-05
"Caletitas",28.6700000762939,1981-11-06
"Careyeros",28.5799999237061,1981-11-06
"Chimo",28.3899993896484,1981-11-06
"Islas_Marietas",29.189998626709,1981-11-06
"Majahuitas",28.6700000762939,1981-11-06
"Uva_Island",26.8799991607666,1981-11-06
"Caletitas",28.8699989318848,1981-11-07
"Careyeros",28.7799987792969,1981-11-07
"Chimo",28.7099990844727,1981-11-07
"Islas_Marietas",29.0599994659424,1981-11-07
"Majahuitas",28.8699989318848,1981-11-07
"Uva_Island",26.75,1981-11-07
"Caletitas",28.7299995422363,1981-11-08
"Careyeros",28.5,1981-11-08
"Chimo",28.5299987792969,1981-11-08
"Islas_Marietas",28.689998626709,1981-11-08
"Majahuitas",28.7299995422363,1981-11-08
"Uva_Island",26.6299991607666,1981-11-08
"Caletitas",28.519998550415,1981-11-09
"Careyeros",28.269998550415,1981-11-09
"Chimo",28.2999992370605,1981-11-09
"Islas_Marietas",28.4599990844727,1981-11-09
"Majahuitas",28.519998550415,1981-11-09
"Uva_Island",26.7299995422363,1981-11-09
"Caletitas",28.2099990844727,1981-11-10
"Careyeros",28,1981-11-10
"Chimo",27.9499988555908,1981-11-10
"Islas_Marietas",28.1399993896484,1981-11-10
"Majahuitas",28.2099990844727,1981-11-10
"Uva_Island",26.5599994659424,1981-11-10
"Caletitas",27.8799991607666,1981-11-11
"Careyeros",27.689998626709,1981-11-11
"Chimo",27.7199993133545,1981-11-11
"Islas_Marietas",27.689998626709,1981-11-11
"Majahuitas",27.8799991607666,1981-11-11
"Uva_Island",26.4099998474121,1981-11-11
"Caletitas",27.7600002288818,1981-11-12
"Careyeros",27.6199989318848,1981-11-12
"Chimo",27.6800003051758,1981-11-12
"Islas_Marietas",27.6099987030029,1981-11-12
"Majahuitas",27.7600002288818,1981-11-12
"Uva_Island",25.6299991607666,1981-11-12
"Caletitas",27.5599994659424,1981-11-13
"Careyeros",27.6599998474121,1981-11-13
"Chimo",27.1800003051758,1981-11-13
"Islas_Marietas",28.1399993896484,1981-11-13
"Majahuitas",27.5599994659424,1981-11-13
"Uva_Island",25.3500003814697,1981-11-13
"Caletitas",27.5699996948242,1981-11-14
"Careyeros",27.7600002288818,1981-11-14
"Chimo",27.1299991607666,1981-11-14
"Islas_Marietas",28.0399990081787,1981-11-14
"Majahuitas",27.5699996948242,1981-11-14
"Uva_Island",25.4699993133545,1981-11-14
"Caletitas",27.5999984741211,1981-11-15
"Careyeros",27.75,1981-11-15
"Chimo",27.2399997711182,1981-11-15
"Islas_Marietas",27.6399993896484,1981-11-15
"Majahuitas",27.5999984741211,1981-11-15
"Uva_Island",25.8400001525879,1981-11-15
"Caletitas",27.3999996185303,1981-11-16
"Careyeros",27.5,1981-11-16
"Chimo",27.1299991607666,1981-11-16
"Islas_Marietas",27.5699996948242,1981-11-16
"Majahuitas",27.3999996185303,1981-11-16
"Uva_Island",26.2600002288818,1981-11-16
"Caletitas",27.3799991607666,1981-11-17
"Careyeros",27.4599990844727,1981-11-17
"Chimo",27.1700000762939,1981-11-17
"Islas_Marietas",27.4099998474121,1981-11-17
"Majahuitas",27.3799991607666,1981-11-17
"Uva_Island",26.5399990081787,1981-11-17
"Caletitas",27.5100002288818,1981-11-18
"Careyeros",27.4699993133545,1981-11-18
"Chimo",27.269998550415,1981-11-18
"Islas_Marietas",27.1199989318848,1981-11-18
"Majahuitas",27.5100002288818,1981-11-18
"Uva_Island",27.0999984741211,1981-11-18
"Caletitas",27.5999984741211,1981-11-19
"Careyeros",27.4599990844727,1981-11-19
"Chimo",27.4099998474121,1981-11-19
"Islas_Marietas",26.8400001525879,1981-11-19
"Majahuitas",27.5999984741211,1981-11-19
"Uva_Island",27.4899997711182,1981-11-19
"Caletitas",27.1499996185303,1981-11-20
"Careyeros",27.1099987030029,1981-11-20
"Chimo",27,1981-11-20
"Islas_Marietas",26.6999988555908,1981-11-20
"Majahuitas",27.1499996185303,1981-11-20
"Uva_Island",27.5,1981-11-20
"Caletitas",26.8699989318848,1981-11-21
"Careyeros",26.7600002288818,1981-11-21
"Chimo",26.7799987792969,1981-11-21
"Islas_Marietas",26.6399993896484,1981-11-21
"Majahuitas",26.8699989318848,1981-11-21
"Uva_Island",27.6599998474121,1981-11-21
"Caletitas",26.9099998474121,1981-11-22
"Careyeros",26.6700000762939,1981-11-22
"Chimo",26.8499984741211,1981-11-22
"Islas_Marietas",26.5900001525879,1981-11-22
"Majahuitas",26.9099998474121,1981-11-22
"Uva_Island",27.6499996185303,1981-11-22
"Caletitas",27.2899990081787,1981-11-23
"Careyeros",27.4200000762939,1981-11-23
"Chimo",27.1399993896484,1981-11-23
"Islas_Marietas",27.6299991607666,1981-11-23
"Majahuitas",27.2899990081787,1981-11-23
"Uva_Island",27.6999988555908,1981-11-23
"Caletitas",27.2600002288818,1981-11-24
"Careyeros",27.3799991607666,1981-11-24
"Chimo",27.0299987792969,1981-11-24
"Islas_Marietas",27.4300003051758,1981-11-24
"Majahuitas",27.2600002288818,1981-11-24
"Uva_Island",27.9099998474121,1981-11-24
"Caletitas",27.269998550415,1981-11-25
"Careyeros",27.2799987792969,1981-11-25
"Chimo",26.8899993896484,1981-11-25
"Islas_Marietas",26.9300003051758,1981-11-25
"Majahuitas",27.269998550415,1981-11-25
"Uva_Island",27.4499988555908,1981-11-25
"Caletitas",27.3799991607666,1981-11-26
"Careyeros",27.3499984741211,1981-11-26
"Chimo",26.8499984741211,1981-11-26
"Islas_Marietas",26.8699989318848,1981-11-26
"Majahuitas",27.3799991607666,1981-11-26
"Uva_Island",27.3799991607666,1981-11-26
"Caletitas",27.3499984741211,1981-11-27
"Careyeros",27.3099994659424,1981-11-27
"Chimo",26.7299995422363,1981-11-27
"Islas_Marietas",26.6199989318848,1981-11-27
"Majahuitas",27.3499984741211,1981-11-27
"Uva_Island",27.439998626709,1981-11-27
"Caletitas",27.3199996948242,1981-11-28
"Careyeros",27.269998550415,1981-11-28
"Chimo",26.5299987792969,1981-11-28
"Islas_Marietas",26.5100002288818,1981-11-28
"Majahuitas",27.3199996948242,1981-11-28
"Uva_Island",27.4599990844727,1981-11-28
"Caletitas",27.269998550415,1981-11-29
"Careyeros",27.269998550415,1981-11-29
"Chimo",26.5,1981-11-29
"Islas_Marietas",26.5599994659424,1981-11-29
"Majahuitas",27.269998550415,1981-11-29
"Uva_Island",27.3299999237061,1981-11-29
"Caletitas",27.1999988555908,1981-11-30
"Careyeros",27.0900001525879,1981-11-30
"Chimo",26.5100002288818,1981-11-30
"Islas_Marietas",26.3499984741211,1981-11-30
"Majahuitas",27.1999988555908,1981-11-30
"Uva_Island",27.2399997711182,1981-11-30
"Caletitas",27.189998626709,1981-12-01
"Careyeros",27.2999992370605,1981-12-01
"Chimo",26.4599990844727,1981-12-01
"Islas_Marietas",26.6399993896484,1981-12-01
"Majahuitas",27.189998626709,1981-12-01
"Uva_Island",26.8899993896484,1981-12-01
"Caletitas",27.1999988555908,1981-12-02
"Careyeros",27.3799991607666,1981-12-02
"Chimo",26.5299987792969,1981-12-02
"Islas_Marietas",26.75,1981-12-02
"Majahuitas",27.1999988555908,1981-12-02
"Uva_Island",27.4300003051758,1981-12-02
"Caletitas",27.2600002288818,1981-12-03
"Careyeros",27.4499988555908,1981-12-03
"Chimo",26.5399990081787,1981-12-03
"Islas_Marietas",26.8699989318848,1981-12-03
"Majahuitas",27.2600002288818,1981-12-03
"Uva_Island",27.5900001525879,1981-12-03
"Caletitas",27.2600002288818,1981-12-04
"Careyeros",27.4499988555908,1981-12-04
"Chimo",26.519998550415,1981-12-04
"Islas_Marietas",26.9300003051758,1981-12-04
"Majahuitas",27.2600002288818,1981-12-04
"Uva_Island",27.6399993896484,1981-12-04
"Caletitas",26.7999992370605,1981-12-05
"Careyeros",26.9200000762939,1981-12-05
"Chimo",26.2099990844727,1981-12-05
"Islas_Marietas",26.5299987792969,1981-12-05
"Majahuitas",26.7999992370605,1981-12-05
"Uva_Island",27.5799999237061,1981-12-05
"Caletitas",26.5100002288818,1981-12-06
"Careyeros",26.7299995422363,1981-12-06
"Chimo",26.0699996948242,1981-12-06
"Islas_Marietas",26.2899990081787,1981-12-06
"Majahuitas",26.5100002288818,1981-12-06
"Uva_Island",28.2399997711182,1981-12-06
"Caletitas",26.2799987792969,1981-12-07
"Careyeros",26.5499992370605,1981-12-07
"Chimo",25.9099998474121,1981-12-07
"Islas_Marietas",26.2299995422363,1981-12-07
"Majahuitas",26.2799987792969,1981-12-07
"Uva_Island",28.0699996948242,1981-12-07
"Caletitas",26.1800003051758,1981-12-08
"Careyeros",26.4699993133545,1981-12-08
"Chimo",25.8899993896484,1981-12-08
"Islas_Marietas",26.2299995422363,1981-12-08
"Majahuitas",26.1800003051758,1981-12-08
"Uva_Island",28.4799995422363,1981-12-08
"Caletitas",26.9200000762939,1981-12-09
"Careyeros",27.0599994659424,1981-12-09
"Chimo",26.8299999237061,1981-12-09
"Islas_Marietas",26.8499984741211,1981-12-09
"Majahuitas",26.9200000762939,1981-12-09
"Uva_Island",28.8099994659424,1981-12-09
"Caletitas",26.9099998474121,1981-12-10
"Careyeros",27,1981-12-10
"Chimo",26.9599990844727,1981-12-10
"Islas_Marietas",26.7299995422363,1981-12-10
"Majahuitas",26.9099998474121,1981-12-10
"Uva_Island",28.8999996185303,1981-12-10
"Caletitas",26.6999988555908,1981-12-11
"Careyeros",26.75,1981-12-11
"Chimo",26.8699989318848,1981-12-11
"Islas_Marietas",26.4099998474121,1981-12-11
"Majahuitas",26.6999988555908,1981-12-11
"Uva_Island",29,1981-12-11
"Caletitas",26.3599987030029,1981-12-12
"Careyeros",26.5,1981-12-12
"Chimo",26.6499996185303,1981-12-12
"Islas_Marietas",26.1800003051758,1981-12-12
"Majahuitas",26.3599987030029,1981-12-12
"Uva_Island",28.9699993133545,1981-12-12
"Caletitas",26.1499996185303,1981-12-13
"Careyeros",26.3400001525879,1981-12-13
"Chimo",26.519998550415,1981-12-13
"Islas_Marietas",25.9499988555908,1981-12-13
"Majahuitas",26.1499996185303,1981-12-13
