"Location","OISST_mex","Date"
"Uva_Island",29.3400001525879,1990-06-27
"Caletitas",28.8400001525879,1990-06-28
"Careyeros",28.7399997711182,1990-06-28
"Chimo",29.0799999237061,1990-06-28
"Islas_Marietas",29.6099987030029,1990-06-28
"Majahuitas",28.8400001525879,1990-06-28
"Uva_Island",29.1999988555908,1990-06-28
"Caletitas",28.25,1990-06-29
"Careyeros",28.3199996948242,1990-06-29
"Chimo",28.3899993896484,1990-06-29
"Islas_Marietas",29.3999996185303,1990-06-29
"Majahuitas",28.25,1990-06-29
"Uva_Island",29.2399997711182,1990-06-29
"Caletitas",27.8899993896484,1990-06-30
"Careyeros",28.2799987792969,1990-06-30
"Chimo",28.0699996948242,1990-06-30
"Islas_Marietas",29.4899997711182,1990-06-30
"Majahuitas",27.8899993896484,1990-06-30
"Uva_Island",29.0900001525879,1990-06-30
"Caletitas",27.8899993896484,1990-07-01
"Careyeros",28.2899990081787,1990-07-01
"Chimo",28,1990-07-01
"Islas_Marietas",29.4799995422363,1990-07-01
"Majahuitas",27.8899993896484,1990-07-01
"Uva_Island",28.9200000762939,1990-07-01
"Caletitas",28.1599998474121,1990-07-02
"Careyeros",28.2899990081787,1990-07-02
"Chimo",28.2600002288818,1990-07-02
"Islas_Marietas",29.4699993133545,1990-07-02
"Majahuitas",28.1599998474121,1990-07-02
"Uva_Island",28.9300003051758,1990-07-02
"Caletitas",28.2799987792969,1990-07-03
"Careyeros",28.3699989318848,1990-07-03
"Chimo",28.5599994659424,1990-07-03
"Islas_Marietas",29.4099998474121,1990-07-03
"Majahuitas",28.2799987792969,1990-07-03
"Uva_Island",28.9599990844727,1990-07-03
"Caletitas",28.2999992370605,1990-07-04
"Careyeros",28.3999996185303,1990-07-04
"Chimo",28.6199989318848,1990-07-04
"Islas_Marietas",29.5499992370605,1990-07-04
"Majahuitas",28.2999992370605,1990-07-04
"Uva_Island",29.1799983978271,1990-07-04
"Caletitas",28.3299999237061,1990-07-05
"Careyeros",28.3699989318848,1990-07-05
"Chimo",28.4799995422363,1990-07-05
"Islas_Marietas",29.5399990081787,1990-07-05
"Majahuitas",28.3299999237061,1990-07-05
"Uva_Island",29.0999984741211,1990-07-05
"Caletitas",28.4899997711182,1990-07-06
"Careyeros",28.439998626709,1990-07-06
"Chimo",28.519998550415,1990-07-06
"Islas_Marietas",29.4499988555908,1990-07-06
"Majahuitas",28.4899997711182,1990-07-06
"Uva_Island",28.8899993896484,1990-07-06
"Caletitas",28.3999996185303,1990-07-07
"Careyeros",28.3299999237061,1990-07-07
"Chimo",28.4699993133545,1990-07-07
"Islas_Marietas",29.3299999237061,1990-07-07
"Majahuitas",28.3999996185303,1990-07-07
"Uva_Island",28.8599987030029,1990-07-07
"Caletitas",27.189998626709,1990-07-08
"Careyeros",27.019998550415,1990-07-08
"Chimo",27.2600002288818,1990-07-08
"Islas_Marietas",28.6199989318848,1990-07-08
"Majahuitas",27.189998626709,1990-07-08
"Uva_Island",28.6599998474121,1990-07-08
"Caletitas",26.4899997711182,1990-07-09
"Careyeros",26.6399993896484,1990-07-09
"Chimo",26.5499992370605,1990-07-09
"Islas_Marietas",28.6299991607666,1990-07-09
"Majahuitas",26.4899997711182,1990-07-09
"Uva_Island",28.3999996185303,1990-07-09
"Caletitas",26.4099998474121,1990-07-10
"Careyeros",26.7099990844727,1990-07-10
"Chimo",26.5599994659424,1990-07-10
"Islas_Marietas",28.4499988555908,1990-07-10
"Majahuitas",26.4099998474121,1990-07-10
"Uva_Island",28.4499988555908,1990-07-10
"Caletitas",26.6499996185303,1990-07-11
"Careyeros",26.9799995422363,1990-07-11
"Chimo",26.9699993133545,1990-07-11
"Islas_Marietas",27.6700000762939,1990-07-11
"Majahuitas",26.6499996185303,1990-07-11
"Uva_Island",28.6099987030029,1990-07-11
"Caletitas",26.7799987792969,1990-07-12
"Careyeros",27.1700000762939,1990-07-12
"Chimo",27.1099987030029,1990-07-12
"Islas_Marietas",27.7099990844727,1990-07-12
"Majahuitas",26.7799987792969,1990-07-12
"Uva_Island",28.5799999237061,1990-07-12
"Caletitas",28.9300003051758,1990-07-13
"Careyeros",29.3599987030029,1990-07-13
"Chimo",29.019998550415,1990-07-13
"Islas_Marietas",28.8499984741211,1990-07-13
"Majahuitas",28.9300003051758,1990-07-13
"Uva_Island",28.5,1990-07-13
"Caletitas",29.5100002288818,1990-07-14
"Careyeros",29.6700000762939,1990-07-14
"Chimo",29.5499992370605,1990-07-14
"Islas_Marietas",29.7099990844727,1990-07-14
"Majahuitas",29.5100002288818,1990-07-14
"Uva_Island",28.4200000762939,1990-07-14
"Caletitas",29.7600002288818,1990-07-15
"Careyeros",29.7099990844727,1990-07-15
"Chimo",29.6299991607666,1990-07-15
"Islas_Marietas",29.5499992370605,1990-07-15
"Majahuitas",29.7600002288818,1990-07-15
"Uva_Island",28.6099987030029,1990-07-15
"Caletitas",29.519998550415,1990-07-16
"Careyeros",29.3499984741211,1990-07-16
"Chimo",28.9899997711182,1990-07-16
"Islas_Marietas",29.3599987030029,1990-07-16
"Majahuitas",29.519998550415,1990-07-16
"Uva_Island",28.8299999237061,1990-07-16
"Caletitas",29.3699989318848,1990-07-17
"Careyeros",29.2899990081787,1990-07-17
"Chimo",28.7899990081787,1990-07-17
"Islas_Marietas",29.4699993133545,1990-07-17
"Majahuitas",29.3699989318848,1990-07-17
"Uva_Island",28.8799991607666,1990-07-17
"Caletitas",29.4599990844727,1990-07-18
"Careyeros",29.439998626709,1990-07-18
"Chimo",28.9699993133545,1990-07-18
"Islas_Marietas",29.8199996948242,1990-07-18
"Majahuitas",29.4599990844727,1990-07-18
"Uva_Island",28.8199996948242,1990-07-18
"Caletitas",29.4200000762939,1990-07-19
"Careyeros",29.4200000762939,1990-07-19
"Chimo",28.9099998474121,1990-07-19
"Islas_Marietas",29.8400001525879,1990-07-19
"Majahuitas",29.4200000762939,1990-07-19
"Uva_Island",28.8899993896484,1990-07-19
"Caletitas",29.4099998474121,1990-07-20
"Careyeros",29.3899993896484,1990-07-20
"Chimo",28.8199996948242,1990-07-20
"Islas_Marietas",29.8499984741211,1990-07-20
"Majahuitas",29.4099998474121,1990-07-20
"Uva_Island",28.9499988555908,1990-07-20
"Caletitas",29.689998626709,1990-07-21
"Careyeros",29.6799983978271,1990-07-21
"Chimo",29.2899990081787,1990-07-21
"Islas_Marietas",29.8400001525879,1990-07-21
"Majahuitas",29.689998626709,1990-07-21
"Uva_Island",28.9499988555908,1990-07-21
"Caletitas",29.8099994659424,1990-07-22
"Careyeros",29.8999996185303,1990-07-22
"Chimo",29.2299995422363,1990-07-22
"Islas_Marietas",30.1099987030029,1990-07-22
"Majahuitas",29.8099994659424,1990-07-22
"Uva_Island",28.8499984741211,1990-07-22
"Caletitas",29.6499996185303,1990-07-23
"Careyeros",29.8999996185303,1990-07-23
"Chimo",28.7999992370605,1990-07-23
"Islas_Marietas",30.1799983978271,1990-07-23
"Majahuitas",29.6499996185303,1990-07-23
"Uva_Island",28.1700000762939,1990-07-23
"Caletitas",29.5299987792969,1990-07-24
"Careyeros",29.7399997711182,1990-07-24
"Chimo",28.6999988555908,1990-07-24
"Islas_Marietas",30.6599998474121,1990-07-24
"Majahuitas",29.5299987792969,1990-07-24
"Uva_Island",27.8699989318848,1990-07-24
"Caletitas",28.75,1990-07-25
"Careyeros",29.0100002288818,1990-07-25
"Chimo",28.2199993133545,1990-07-25
"Islas_Marietas",30.2600002288818,1990-07-25
"Majahuitas",28.75,1990-07-25
"Uva_Island",27.7299995422363,1990-07-25
"Caletitas",29.019998550415,1990-07-26
"Careyeros",29.2999992370605,1990-07-26
"Chimo",28.5100002288818,1990-07-26
"Islas_Marietas",30.1599998474121,1990-07-26
"Majahuitas",29.019998550415,1990-07-26
"Uva_Island",27.6800003051758,1990-07-26
"Caletitas",29.3599987030029,1990-07-27
"Careyeros",29.6099987030029,1990-07-27
"Chimo",28.8299999237061,1990-07-27
"Islas_Marietas",29.6299991607666,1990-07-27
"Majahuitas",29.3599987030029,1990-07-27
"Uva_Island",27.2799987792969,1990-07-27
"Caletitas",29.3400001525879,1990-07-28
"Careyeros",29.4699993133545,1990-07-28
"Chimo",28.8799991607666,1990-07-28
"Islas_Marietas",29.3599987030029,1990-07-28
"Majahuitas",29.3400001525879,1990-07-28
"Uva_Island",27.4300003051758,1990-07-28
"Caletitas",29.3299999237061,1990-07-29
"Careyeros",29.4200000762939,1990-07-29
"Chimo",28.8699989318848,1990-07-29
"Islas_Marietas",29.2999992370605,1990-07-29
"Majahuitas",29.3299999237061,1990-07-29
"Uva_Island",27.4200000762939,1990-07-29
"Caletitas",29.4899997711182,1990-07-30
"Careyeros",29.4599990844727,1990-07-30
"Chimo",29.0699996948242,1990-07-30
"Islas_Marietas",29.3400001525879,1990-07-30
"Majahuitas",29.4899997711182,1990-07-30
"Uva_Island",27.3999996185303,1990-07-30
"Caletitas",29.439998626709,1990-07-31
"Careyeros",29.6099987030029,1990-07-31
"Chimo",29.1999988555908,1990-07-31
"Islas_Marietas",29.7099990844727,1990-07-31
"Majahuitas",29.439998626709,1990-07-31
"Uva_Island",27.7099990844727,1990-07-31
"Caletitas",29.3499984741211,1990-08-01
"Careyeros",29.5699996948242,1990-08-01
"Chimo",29.1199989318848,1990-08-01
"Islas_Marietas",30.2600002288818,1990-08-01
"Majahuitas",29.3499984741211,1990-08-01
"Uva_Island",28.0100002288818,1990-08-01
"Caletitas",29.5399990081787,1990-08-02
"Careyeros",29.7799987792969,1990-08-02
"Chimo",29.2799987792969,1990-08-02
"Islas_Marietas",30.3299999237061,1990-08-02
"Majahuitas",29.5399990081787,1990-08-02
"Uva_Island",28.0900001525879,1990-08-02
"Caletitas",29.6099987030029,1990-08-03
"Careyeros",29.8199996948242,1990-08-03
"Chimo",29.3699989318848,1990-08-03
"Islas_Marietas",29.8499984741211,1990-08-03
"Majahuitas",29.6099987030029,1990-08-03
"Uva_Island",28.3299999237061,1990-08-03
"Caletitas",30.4599990844727,1990-08-04
"Careyeros",30.4200000762939,1990-08-04
"Chimo",30.3899993896484,1990-08-04
"Islas_Marietas",29.7899990081787,1990-08-04
"Majahuitas",30.4599990844727,1990-08-04
"Uva_Island",28.519998550415,1990-08-04
"Caletitas",30.689998626709,1990-08-05
"Careyeros",30.5799999237061,1990-08-05
"Chimo",30.8199996948242,1990-08-05
"Islas_Marietas",30.0299987792969,1990-08-05
"Majahuitas",30.689998626709,1990-08-05
"Uva_Island",28.5100002288818,1990-08-05
"Caletitas",30.7299995422363,1990-08-06
"Careyeros",30.5599994659424,1990-08-06
"Chimo",30.7999992370605,1990-08-06
"Islas_Marietas",30.0799999237061,1990-08-06
"Majahuitas",30.7299995422363,1990-08-06
"Uva_Island",28.5,1990-08-06
"Caletitas",30.689998626709,1990-08-07
"Careyeros",30.5599994659424,1990-08-07
"Chimo",30.5499992370605,1990-08-07
"Islas_Marietas",30.0999984741211,1990-08-07
"Majahuitas",30.689998626709,1990-08-07
"Uva_Island",28.9699993133545,1990-08-07
"Caletitas",30.6199989318848,1990-08-08
"Careyeros",30.5,1990-08-08
"Chimo",30.3999996185303,1990-08-08
"Islas_Marietas",30.1099987030029,1990-08-08
"Majahuitas",30.6199989318848,1990-08-08
"Uva_Island",29.0100002288818,1990-08-08
"Caletitas",30.1299991607666,1990-08-09
"Careyeros",29.5900001525879,1990-08-09
"Chimo",30.0299987792969,1990-08-09
"Islas_Marietas",29.9799995422363,1990-08-09
"Majahuitas",30.1299991607666,1990-08-09
"Uva_Island",28.6999988555908,1990-08-09
"Caletitas",29.519998550415,1990-08-10
"Careyeros",29.2299995422363,1990-08-10
"Chimo",29.5999984741211,1990-08-10
"Islas_Marietas",30.0699996948242,1990-08-10
"Majahuitas",29.519998550415,1990-08-10
"Uva_Island",28.4499988555908,1990-08-10
"Caletitas",28.9300003051758,1990-08-11
"Careyeros",28.7999992370605,1990-08-11
"Chimo",28.7399997711182,1990-08-11
"Islas_Marietas",29.5399990081787,1990-08-11
"Majahuitas",28.9300003051758,1990-08-11
"Uva_Island",28.1800003051758,1990-08-11
"Caletitas",29.1399993896484,1990-08-12
"Careyeros",29.0100002288818,1990-08-12
"Chimo",28.8999996185303,1990-08-12
"Islas_Marietas",29.2399997711182,1990-08-12
"Majahuitas",29.1399993896484,1990-08-12
"Uva_Island",28.019998550415,1990-08-12
"Caletitas",29.2199993133545,1990-08-13
"Careyeros",29.3099994659424,1990-08-13
"Chimo",29.0499992370605,1990-08-13
"Islas_Marietas",29.3899993896484,1990-08-13
"Majahuitas",29.2199993133545,1990-08-13
"Uva_Island",27.9499988555908,1990-08-13
"Caletitas",29.75,1990-08-14
"Careyeros",29.8699989318848,1990-08-14
"Chimo",29.4799995422363,1990-08-14
"Islas_Marietas",29.3099994659424,1990-08-14
"Majahuitas",29.75,1990-08-14
"Uva_Island",27.9300003051758,1990-08-14
"Caletitas",29.8199996948242,1990-08-15
"Careyeros",29.8999996185303,1990-08-15
"Chimo",29.4799995422363,1990-08-15
"Islas_Marietas",29.25,1990-08-15
"Majahuitas",29.8199996948242,1990-08-15
"Uva_Island",27.9099998474121,1990-08-15
"Caletitas",30.0399990081787,1990-08-16
"Careyeros",30.1099987030029,1990-08-16
"Chimo",29.5900001525879,1990-08-16
"Islas_Marietas",29.4299983978271,1990-08-16
"Majahuitas",30.0399990081787,1990-08-16
"Uva_Island",27.7799987792969,1990-08-16
"Caletitas",30.1299991607666,1990-08-17
"Careyeros",30.1599998474121,1990-08-17
"Chimo",29.8099994659424,1990-08-17
"Islas_Marietas",29.6199989318848,1990-08-17
"Majahuitas",30.1299991607666,1990-08-17
"Uva_Island",27.769998550415,1990-08-17
"Caletitas",30.5,1990-08-18
"Careyeros",30.6199989318848,1990-08-18
"Chimo",30.1799983978271,1990-08-18
"Islas_Marietas",30.7399997711182,1990-08-18
"Majahuitas",30.5,1990-08-18
"Uva_Island",27.7199993133545,1990-08-18
"Caletitas",30.7299995422363,1990-08-19
"Careyeros",30.7299995422363,1990-08-19
"Chimo",30.2899990081787,1990-08-19
"Islas_Marietas",30.9099998474121,1990-08-19
"Majahuitas",30.7299995422363,1990-08-19
"Uva_Island",27.3199996948242,1990-08-19
"Caletitas",30.3099994659424,1990-08-20
"Careyeros",30.269998550415,1990-08-20
"Chimo",30.0699996948242,1990-08-20
"Islas_Marietas",30.3899993896484,1990-08-20
"Majahuitas",30.3099994659424,1990-08-20
"Uva_Island",27.4799995422363,1990-08-20
"Caletitas",29.8599987030029,1990-08-21
"Careyeros",29.9299983978271,1990-08-21
"Chimo",29.8400001525879,1990-08-21
"Islas_Marietas",30.4200000762939,1990-08-21
"Majahuitas",29.8599987030029,1990-08-21
"Uva_Island",27.5499992370605,1990-08-21
"Caletitas",29.7899990081787,1990-08-22
"Careyeros",29.939998626709,1990-08-22
"Chimo",29.8599987030029,1990-08-22
"Islas_Marietas",30.4699993133545,1990-08-22
"Majahuitas",29.7899990081787,1990-08-22
"Uva_Island",27.4300003051758,1990-08-22
"Caletitas",29.7299995422363,1990-08-23
"Careyeros",29.9200000762939,1990-08-23
"Chimo",29.6799983978271,1990-08-23
"Islas_Marietas",30.439998626709,1990-08-23
"Majahuitas",29.7299995422363,1990-08-23
"Uva_Island",27.4899997711182,1990-08-23
"Caletitas",29.5799999237061,1990-08-24
"Careyeros",29.8400001525879,1990-08-24
"Chimo",29.4200000762939,1990-08-24
"Islas_Marietas",30.4099998474121,1990-08-24
"Majahuitas",29.5799999237061,1990-08-24
"Uva_Island",27.7299995422363,1990-08-24
"Caletitas",29.5499992370605,1990-08-25
"Careyeros",29.8199996948242,1990-08-25
"Chimo",29.3199996948242,1990-08-25
"Islas_Marietas",30.3699989318848,1990-08-25
"Majahuitas",29.5499992370605,1990-08-25
"Uva_Island",27.7399997711182,1990-08-25
"Caletitas",29.5399990081787,1990-08-26
"Careyeros",29.769998550415,1990-08-26
"Chimo",29.2299995422363,1990-08-26
"Islas_Marietas",30.3400001525879,1990-08-26
"Majahuitas",29.5399990081787,1990-08-26
"Uva_Island",27.8699989318848,1990-08-26
"Caletitas",30,1990-08-27
"Careyeros",30.2999992370605,1990-08-27
"Chimo",29.75,1990-08-27
"Islas_Marietas",30.6999988555908,1990-08-27
"Majahuitas",30,1990-08-27
"Uva_Island",27.8899993896484,1990-08-27
"Caletitas",30.1299991607666,1990-08-28
"Careyeros",30.4299983978271,1990-08-28
"Chimo",29.8899993896484,1990-08-28
"Islas_Marietas",30.6700000762939,1990-08-28
"Majahuitas",30.1299991607666,1990-08-28
"Uva_Island",27.7899990081787,1990-08-28
"Caletitas",30.3499984741211,1990-08-29
"Careyeros",30.4499988555908,1990-08-29
"Chimo",29.9599990844727,1990-08-29
"Islas_Marietas",30.1299991607666,1990-08-29
"Majahuitas",30.3499984741211,1990-08-29
"Uva_Island",27.6499996185303,1990-08-29
"Caletitas",30.2999992370605,1990-08-30
"Careyeros",30.3199996948242,1990-08-30
"Chimo",29.9799995422363,1990-08-30
"Islas_Marietas",29.8899993896484,1990-08-30
"Majahuitas",30.2999992370605,1990-08-30
"Uva_Island",27.7299995422363,1990-08-30
"Caletitas",30.4299983978271,1990-08-31
"Careyeros",30.5599994659424,1990-08-31
"Chimo",30.019998550415,1990-08-31
"Islas_Marietas",29.8699989318848,1990-08-31
"Majahuitas",30.4299983978271,1990-08-31
"Uva_Island",28,1990-08-31
"Caletitas",30.1299991607666,1990-09-01
"Careyeros",30.0999984741211,1990-09-01
"Chimo",29.3999996185303,1990-09-01
"Islas_Marietas",29.5100002288818,1990-09-01
"Majahuitas",30.1299991607666,1990-09-01
"Uva_Island",27.9499988555908,1990-09-01
"Caletitas",29.9599990844727,1990-09-02
"Careyeros",29.9799995422363,1990-09-02
"Chimo",29.4899997711182,1990-09-02
"Islas_Marietas",29.5399990081787,1990-09-02
"Majahuitas",29.9599990844727,1990-09-02
"Uva_Island",27.9699993133545,1990-09-02
"Caletitas",29.8299999237061,1990-09-03
"Careyeros",29.9899997711182,1990-09-03
"Chimo",29.2899990081787,1990-09-03
"Islas_Marietas",29.8799991607666,1990-09-03
"Majahuitas",29.8299999237061,1990-09-03
"Uva_Island",28.4899997711182,1990-09-03
"Caletitas",29.8199996948242,1990-09-04
"Careyeros",30,1990-09-04
"Chimo",29.2899990081787,1990-09-04
"Islas_Marietas",29.9299983978271,1990-09-04
"Majahuitas",29.8199996948242,1990-09-04
"Uva_Island",28.2399997711182,1990-09-04
"Caletitas",30.1499996185303,1990-09-05
"Careyeros",30.3799991607666,1990-09-05
"Chimo",29.5499992370605,1990-09-05
"Islas_Marietas",30.7899990081787,1990-09-05
"Majahuitas",30.1499996185303,1990-09-05
"Uva_Island",28,1990-09-05
"Caletitas",30.1299991607666,1990-09-06
"Careyeros",30.3999996185303,1990-09-06
"Chimo",29.5799999237061,1990-09-06
"Islas_Marietas",30.7799987792969,1990-09-06
"Majahuitas",30.1299991607666,1990-09-06
"Uva_Island",28.0799999237061,1990-09-06
"Caletitas",29.8699989318848,1990-09-07
"Careyeros",30.0299987792969,1990-09-07
"Chimo",29.4599990844727,1990-09-07
"Islas_Marietas",30.6499996185303,1990-09-07
"Majahuitas",29.8699989318848,1990-09-07
"Uva_Island",28.2799987792969,1990-09-07
"Caletitas",29.7600002288818,1990-09-08
"Careyeros",29.9799995422363,1990-09-08
"Chimo",29.4099998474121,1990-09-08
"Islas_Marietas",30.6199989318848,1990-09-08
"Majahuitas",29.7600002288818,1990-09-08
"Uva_Island",27.7199993133545,1990-09-08
"Caletitas",29.5100002288818,1990-09-09
"Careyeros",29.7600002288818,1990-09-09
"Chimo",29.3499984741211,1990-09-09
"Islas_Marietas",30.6700000762939,1990-09-09
"Majahuitas",29.5100002288818,1990-09-09
"Uva_Island",27.5799999237061,1990-09-09
"Caletitas",29.4799995422363,1990-09-10
"Careyeros",29.4499988555908,1990-09-10
"Chimo",29.439998626709,1990-09-10
"Islas_Marietas",30.8199996948242,1990-09-10
"Majahuitas",29.4799995422363,1990-09-10
"Uva_Island",27.5399990081787,1990-09-10
"Caletitas",29.4699993133545,1990-09-11
"Careyeros",29.3999996185303,1990-09-11
"Chimo",29.5799999237061,1990-09-11
"Islas_Marietas",30.4299983978271,1990-09-11
"Majahuitas",29.4699993133545,1990-09-11
"Uva_Island",27.6299991607666,1990-09-11
"Caletitas",29.439998626709,1990-09-12
"Careyeros",29.4099998474121,1990-09-12
"Chimo",29.6299991607666,1990-09-12
"Islas_Marietas",30.2799987792969,1990-09-12
"Majahuitas",29.439998626709,1990-09-12
"Uva_Island",27.6499996185303,1990-09-12
"Caletitas",29.3299999237061,1990-09-13
"Careyeros",29.3299999237061,1990-09-13
"Chimo",29.4799995422363,1990-09-13
"Islas_Marietas",30.25,1990-09-13
"Majahuitas",29.3299999237061,1990-09-13
"Uva_Island",27.6999988555908,1990-09-13
"Caletitas",29.3499984741211,1990-09-14
"Careyeros",29.269998550415,1990-09-14
"Chimo",29.5100002288818,1990-09-14
"Islas_Marietas",30.3499984741211,1990-09-14
"Majahuitas",29.3499984741211,1990-09-14
"Uva_Island",28.9200000762939,1990-09-14
"Caletitas",29.8899993896484,1990-09-15
"Careyeros",30.1700000762939,1990-09-15
"Chimo",29.8999996185303,1990-09-15
"Islas_Marietas",30.6299991607666,1990-09-15
"Majahuitas",29.8899993896484,1990-09-15
"Uva_Island",29.0499992370605,1990-09-15
"Caletitas",29.8999996185303,1990-09-16
"Careyeros",30.189998626709,1990-09-16
"Chimo",29.769998550415,1990-09-16
"Islas_Marietas",30.5499992370605,1990-09-16
"Majahuitas",29.8999996185303,1990-09-16
"Uva_Island",29,1990-09-16
"Caletitas",29.75,1990-09-17
"Careyeros",29.7199993133545,1990-09-17
"Chimo",29.3199996948242,1990-09-17
"Islas_Marietas",30.6099987030029,1990-09-17
"Majahuitas",29.75,1990-09-17
"Uva_Island",28.7799987792969,1990-09-17
"Caletitas",29.5799999237061,1990-09-18
"Careyeros",29.5399990081787,1990-09-18
"Chimo",29.25,1990-09-18
"Islas_Marietas",30.6199989318848,1990-09-18
"Majahuitas",29.5799999237061,1990-09-18
"Uva_Island",27.8799991607666,1990-09-18
"Caletitas",29.3199996948242,1990-09-19
"Careyeros",28.9300003051758,1990-09-19
"Chimo",29.1299991607666,1990-09-19
"Islas_Marietas",28.9099998474121,1990-09-19
"Majahuitas",29.3199996948242,1990-09-19
"Uva_Island",27.8400001525879,1990-09-19
"Caletitas",29.1299991607666,1990-09-20
"Careyeros",28.6499996185303,1990-09-20
"Chimo",28.9300003051758,1990-09-20
"Islas_Marietas",28.6299991607666,1990-09-20
"Majahuitas",29.1299991607666,1990-09-20
"Uva_Island",28.0499992370605,1990-09-20
"Caletitas",29.0399990081787,1990-09-21
"Careyeros",28.6199989318848,1990-09-21
"Chimo",28.8699989318848,1990-09-21
"Islas_Marietas",28.5900001525879,1990-09-21
"Majahuitas",29.0399990081787,1990-09-21
"Uva_Island",28.1299991607666,1990-09-21
"Caletitas",29.1700000762939,1990-09-22
"Careyeros",28.6800003051758,1990-09-22
"Chimo",29.1799983978271,1990-09-22
"Islas_Marietas",28.5900001525879,1990-09-22
"Majahuitas",29.1700000762939,1990-09-22
"Uva_Island",28.2899990081787,1990-09-22
"Caletitas",29.2299995422363,1990-09-23
"Careyeros",28.8599987030029,1990-09-23
"Chimo",29.3400001525879,1990-09-23
"Islas_Marietas",28.9599990844727,1990-09-23
"Majahuitas",29.2299995422363,1990-09-23
"Uva_Island",28.2299995422363,1990-09-23
"Caletitas",29.269998550415,1990-09-24
"Careyeros",29.189998626709,1990-09-24
"Chimo",29.2600002288818,1990-09-24
"Islas_Marietas",29.8699989318848,1990-09-24
"Majahuitas",29.269998550415,1990-09-24
"Uva_Island",28.1099987030029,1990-09-24
"Caletitas",29.25,1990-09-25
"Careyeros",29.2199993133545,1990-09-25
"Chimo",29.2899990081787,1990-09-25
"Islas_Marietas",30.0399990081787,1990-09-25
"Majahuitas",29.25,1990-09-25
"Uva_Island",28.189998626709,1990-09-25
"Caletitas",29.269998550415,1990-09-26
"Careyeros",29.3199996948242,1990-09-26
"Chimo",29.2399997711182,1990-09-26
"Islas_Marietas",30.0499992370605,1990-09-26
"Majahuitas",29.269998550415,1990-09-26
"Uva_Island",28.1499996185303,1990-09-26
"Caletitas",28.939998626709,1990-09-27
"Careyeros",29.0399990081787,1990-09-27
"Chimo",28.939998626709,1990-09-27
"Islas_Marietas",29.6399993896484,1990-09-27
"Majahuitas",28.939998626709,1990-09-27
"Uva_Island",28.3299999237061,1990-09-27
"Caletitas",27.8199996948242,1990-09-28
"Careyeros",28.0599994659424,1990-09-28
"Chimo",28.0299987792969,1990-09-28
"Islas_Marietas",28.7600002288818,1990-09-28
"Majahuitas",27.8199996948242,1990-09-28
"Uva_Island",28.1199989318848,1990-09-28
"Caletitas",27.7299995422363,1990-09-29
"Careyeros",27.9699993133545,1990-09-29
"Chimo",27.9899997711182,1990-09-29
"Islas_Marietas",28.7600002288818,1990-09-29
"Majahuitas",27.7299995422363,1990-09-29
"Uva_Island",27.8499984741211,1990-09-29
"Caletitas",28.0299987792969,1990-09-30
"Careyeros",28.1999988555908,1990-09-30
"Chimo",28.2600002288818,1990-09-30
"Islas_Marietas",28.7099990844727,1990-09-30
"Majahuitas",28.0299987792969,1990-09-30
"Uva_Island",27.8099994659424,1990-09-30
"Caletitas",28.1599998474121,1990-10-01
"Careyeros",28.269998550415,1990-10-01
"Chimo",28.3599987030029,1990-10-01
"Islas_Marietas",28.6499996185303,1990-10-01
"Majahuitas",28.1599998474121,1990-10-01
"Uva_Island",27.8799991607666,1990-10-01
"Caletitas",28.1499996185303,1990-10-02
"Careyeros",28.2799987792969,1990-10-02
"Chimo",28.3799991607666,1990-10-02
"Islas_Marietas",28.7099990844727,1990-10-02
"Majahuitas",28.1499996185303,1990-10-02
"Uva_Island",28.2899990081787,1990-10-02
"Caletitas",28.8799991607666,1990-10-03
"Careyeros",29.019998550415,1990-10-03
"Chimo",29.25,1990-10-03
"Islas_Marietas",28.8599987030029,1990-10-03
"Majahuitas",28.8799991607666,1990-10-03
"Uva_Island",28.189998626709,1990-10-03
"Caletitas",29.4699993133545,1990-10-04
"Careyeros",29.519998550415,1990-10-04
"Chimo",29.6299991607666,1990-10-04
"Islas_Marietas",29.8400001525879,1990-10-04
"Majahuitas",29.4699993133545,1990-10-04
"Uva_Island",27.9300003051758,1990-10-04
"Caletitas",29.5299987792969,1990-10-05
"Careyeros",29.4799995422363,1990-10-05
"Chimo",29.5599994659424,1990-10-05
"Islas_Marietas",29.9299983978271,1990-10-05
"Majahuitas",29.5299987792969,1990-10-05
"Uva_Island",27.7799987792969,1990-10-05
"Caletitas",29.4099998474121,1990-10-06
"Careyeros",29.3400001525879,1990-10-06
"Chimo",29.3299999237061,1990-10-06
"Islas_Marietas",29.8799991607666,1990-10-06
"Majahuitas",29.4099998474121,1990-10-06
"Uva_Island",27.8199996948242,1990-10-06
"Caletitas",29.6999988555908,1990-10-07
"Careyeros",29.6099987030029,1990-10-07
"Chimo",29.6499996185303,1990-10-07
"Islas_Marietas",29.5499992370605,1990-10-07
"Majahuitas",29.6999988555908,1990-10-07
"Uva_Island",27.4899997711182,1990-10-07
"Caletitas",29.9200000762939,1990-10-08
"Careyeros",30.0599994659424,1990-10-08
"Chimo",29.9499988555908,1990-10-08
"Islas_Marietas",29.6999988555908,1990-10-08
"Majahuitas",29.9200000762939,1990-10-08
"Uva_Island",27.2899990081787,1990-10-08
"Caletitas",29.6999988555908,1990-10-09
"Careyeros",29.6700000762939,1990-10-09
"Chimo",29.769998550415,1990-10-09
"Islas_Marietas",29.5699996948242,1990-10-09
"Majahuitas",29.6999988555908,1990-10-09
